id_aluno,sexo,data_nascimento,turma,ac1,pt1,ac2,pt2,cod_curso,media_final,exame_especial,faltas,obs,professor
397ad61431e9c5fc29092481c89b51c5,M,12/12/2007,10,"8,31","9,10","6,33","9,80",AUT,9.5,,0,APROV,P07
dbb9b6992f25915c4daf12ea845c24ae,M,11/02/2005,10,"9,82","8,10","7,90","9,00",AUT,9.1,,0,APROV,P07
b9ea3136ff5786adc84c3da26fd5996c,M,08/12/2006,10,"7,60","7,10","7,46","5,00",AUT,6.3,,0,APROV,P07
1f5f003f8fb68db6a64f93e631198622,F,08/12/2006,10,"9,17","9,80","9,93","10,00",AUT,9.8,,0,APROV,P07
58ac05489b57b8582de3558a9d9c78be,M,14/11/2006,10,"9,25","2,90","9,19","3,10",AUT,4.2,,15,REPRV,P07
3a6db6787534507efec36b2a3f31c3ae,M,17/10/2004,4,"2,80","9,30","2,40","5,90",MIN,6.6,,25,APROV,P03
dfcdb868dfce1362b2b90c9d95bb0659,M,01/02/2007,10,"8,76","8,50","8,43","6,30",AUT,7.6,,0,APROV,P07
e4de7b03341c71888a5caa6c5e6a8ba8,M,08/04/2003,1,"0,00","0,00","0,00","0,00",CIV,0.1,6.0,25,APROV,P01
85720248ca9658b198a13f3e1d1abb58,M,14/02/2005,9,"9,77","8,80","8,97","10,00",AUT,9.4,,0,APROV,P07
9c2e68b81f73eccbb6caa8fddce74af3,M,30/03/2006,2,"6,00","0,00","0,00",,CIV,0.6,,28,REPRV,P01
1fb0cfaf1cff529fd70174b43a788871,F,05/04/2006,9,"5,87","1,60","0,67","2,10",AUT,2.1,,18,REPRV,P07
58217825ea286ade1a22ec88a8ba61f7,M,03/06/2006,9,"9,95","8,80","6,58","8,80",AUT,8.7,,0,APROV,P07
6817383fe297894fb019b4b971c8b605,M,27/12/2005,1,"10,00","5,00","10,00","5,00",CIV,6.0,,8,APROV,P01
273de4bf4bb6972b5d456be3f0cac81c,M,15/03/2005,1,"0,00","5,00","0,00","1,00",MIN,2.0,6.0,14,APROV,P01
cc69396bd4b9811d6c48a65747912664,M,16/03/2005,17,"6,47","8,70","4,50",,GEO,4.6,6.9,25,APROV,P04
3e391cf3a8f00cd109b8177a31a31df7,F,25/10/2006,9,"8,93","8,00","9,18","6,90",AUT,7.8,,0,APROV,P07
8b0dbbc6f528d206c45d681d8aa54dbf,M,15/06/2007,9,"8,03","9,30","6,69","8,40",AUT,8.6,,0,APROV,P07
215aa4ea67e6c6df447dab27ed1fcd49,F,26/09/1984,17,"5,14",,"1,50","10,00",AMB,9.0,,25,APROV,P04
bedf6b94a32e7b626c0dbb330758fcaf,M,28/03/2001,9,"6,64","0,00","2,10","0,00",AUT,0.9,,24,REPRV,P07
d2f45320b02bf27cc3c169ea1324c2d4,M,13/04/1994,9,"8,57","7,60","6,98","6,80",AUT,7.3,,0,APROV,P07
079aeb32e46cebf8474fb0767217c9d1,M,22/12/2005,18,"3,97","7,00","1,06","4,20",AUT,5.0,6.6,25,APROV,P04
0a342fb12c6008447a82f626427f074e,F,28/08/2004,12,"4,00","8,50","10,00","8,00",PRO,8.0,,1,APROV,P08
624c3ca4a7937e5ff4cd45a949eca19a,M,16/12/2005,9,"7,73","8,70","6,73","7,40",AUT,7.9,,0,APROV,P07
fba277ccbe85f93d5968a06ef45c94a2,M,31/01/2006,9,"8,13","9,60","2,97","0,00",AUT,4.9,9.6,0,APROV,P07
4e49020f3df71f6cf9dfa8a82a3fe541,M,08/09/2006,9,"9,57","8,90","9,66","8,50",AUT,8.9,,0,APROV,P07
088fc47b200027c3f207cb6837b9c97a,M,18/12/2003,9,"7,42","4,30","6,13","1,90",AUT,3.8,3.8,17,REPRV,P07
7ed4b2548c6d41f2f65e923923ace9ca,M,12/02/2003,17,"4,29","3,30","4,42","0,90",MIN,2.6,,22,REPRV,P04
8f1c2a10b2defe4a67ea6641629712c8,M,30/07/2006,9,"9,12","10,00","6,62","10,00",AUT,9.6,,0,APROV,P07
011935be7f9928d6a4243538cadb8058,F,07/12/2004,1,"8,00","0,00","0,00","1,00",CIV,1.0,6.0,11,APROV,P01
8461969545d08695ecbf15ef96fb1eb4,M,24/05/2006,9,"8,86","6,70","7,68","5,80",AUT,6.7,,0,APROV,P07
1fcea9549dcb6d1571afcc8de9d7a862,M,06/12/2004,2,"10,00","5,50","3,00","6,00",CIV,6.0,,22,APROV,P01
40f48c12ccc1e99f2dcf5c161862398a,M,30/08/2006,9,"7,23","6,50","4,56","0,00",AUT,3.8,6.3,18,APROV,P07
ddba49b1de6c3583714d3417e395e8a1,F,13/12/2005,9,"9,05","10,00","7,12","9,90",AUT,9.6,,0,APROV,P07
c82e52923837608d34d80ab2267ba5d3,M,05/10/2004,17,"2,87","1,40","1,09",,GEO,1.0,,19,REPRV,P04
b8eae4f35dcc80de6c5ac475b0d45f2d,M,05/04/2006,10,"3,05","0,00","2,02","2,40",AUT,1.5,8.7,18,APROV,P07
e7e57795b842ef8ca6bb42665f4607a3,M,24/04/2005,1,"0,00","2,40","0,00","0,00",CIV,1.0,6.0,14,APROV,P01
ebda26eb24239c08bd9eaaa7b1e6d9e3,F,08/03/2002,3,"9,10","3,10","8,20",,CIV,3.5,,11,REPRV,P03
f8f318e79a09abd1a985159e8184dcd2,M,02/02/2005,4,"8,30","6,30","0,00",,MIN,3.9,9.1,25,APROV,P03
4a4c718c38ef226e7e65c301a6d9a7b6,F,05/11/2001,3,"4,70","7,00","8,10","9,90",PRO,8.1,,14,APROV,P03
dd9679f332aabfefe6ccda357ce8930d,F,14/12/2005,2,"10,00","6,00","10,00","7,00",CIV,7.0,,6,APROV,P01
03050a5b38caa63930ee02278b4074bf,F,02/10/2004,7,"6,00","2,00","0,00","1,00",GEO,1.8,6.0,6,APROV,P01
4bf481d5e2c2531d447ca48c87c8cf88,M,11/08/2004,1,"10,00","10,00","10,00","10,00",CIV,10.0,,6,APROV,P01
0402dfd5264ba01ad090b6b0f3f0c920,F,24/02/2006,2,"10,00","10,00","10,00","10,00",CIV,10.0,,0,APROV,P01
5abc3b7d1dcfa3b1c3767df7199675a2,M,27/07/2006,7,"6,00","6,00","10,00","0,00",GEO,4.0,,14,REPRV,P01
61d2a9d78bc5a162334ce9d18825020d,F,31/08/1998,10,,"0,00",,"0,00",URB,0.0,,83,REPRV,P07
47f7817619fc4550997f67f071583955,F,31/05/2004,18,"6,45","5,40","3,95","1,70",CIV,3.9,6.6,25,APROV,P04
2b1409694548e9ca35f46e07612aea76,M,17/09/2005,7,"10,00","9,00","10,00","8,00",GEO,8.8,,0,APROV,P01
73a8ccb774a82a0a25f1721893fdabbe,M,26/09/2004,17,"2,86","8,30","1,80",,MIN,3.8,,66,REPRV,P04
bff6325a0040f26fb82e1cd2a5d7bd47,F,06/03/2005,7,"10,00","9,00","10,00","4,00",GEO,7.2,,3,APROV,P01
5787f5aa8c8a38000b7a42f60053aee8,M,28/03/2006,18,"9,26","9,10","6,53","7,70",MEC,8.3,,22,APROV,P04
657b9a81899258213eec4a19176231f4,M,05/05/2005,8,"10,00","9,50","10,00","10,00",GEO,9.6,,14,APROV,P01
d64816253c2d9193c2f00e91d9b3db4a,F,07/12/2005,18,"7,09","5,50","8,19","6,10",MEC,6.2,,12,APROV,P04
6ff253c00dea76b08a056432de0e8d91,M,27/11/2005,18,"9,14","9,60","6,31","9,20",MEC,9.5,,9,APROV,P04
705386b1905a0ce07019ff5e17d090d0,M,14/08/2002,9,"1,76","0,00","0,60","0,00",GEO,0.2,3.5,21,REPRV,P07
64c38532b1497991dd1378fc94a8066c,M,15/03/2000,5,"8,80","8,20","6,70",,GEO,6.7,,25,APROV,P06
54f027dc74e334205a91a1555cf7579e,F,06/02/2006,8,"6,00","4,50","0,00",,MET,2.4,,22,REPRV,P01
8bd83bee395414bbf6ee7280a84338ec,F,25/09/2000,1,"0,00","0,90","0,00",,MIN,0.4,,25,REPRV,P01
58ca2fc62a057430678bf2006ec9777e,F,09/10/1996,3,"7,30",,"5,70",,URB,1.4,,3,REPRV,P03
8db303bbb199aae8938da6943c71b806,M,02/05/2003,4,"3,90","1,10","2,80","7,20",URB,4.1,,39,REPRV,P03
616ca1349203881743a238ffb14cee9c,M,18/12/2003,5,"9,20","1,80","8,30","1,10",MET,3.3,6.0,14,APROV,P06
a00fd40ca3859996c82549e01a18516b,M,10/01/1999,4,"7,30","4,80","4,90","9,70",MEC,7.1,,25,APROV,P03
32e0259a11edb48cbb412995fb8a595a,M,09/07/2001,5,"7,70","3,80","6,80","3,50",MET,4.4,4.5,22,REPRV,P06
e9794ed3711286314304dc215f301d26,M,15/02/2006,8,"10,00","10,00","10,00","3,00",MIN,7.2,,8,APROV,P01
fad94536a21d68c203f88dcd091901b3,M,31/08/2004,7,"0,00","0,00","0,00",,MIN,0.0,,22,REPRV,P01
8f5a852f1eb9dd9e2d0697846f4ba9cd,M,15/04/2005,8,"0,00","0,00","0,00","0,00",MIN,0.0,,56,REPRV,P01
54cb29a625e4d2760ab9add299b7ea0a,M,09/04/2003,5,"9,10","8,90","6,60","5,40",GEO,7.8,,12,APROV,P06
7609c74be0f00e8216a9440a554aed0f,M,05/01/2005,17,"2,66","9,80","1,92","6,30",URB,6.9,,25,APROV,P04
1e513a697b7c315685463c9543f92f2d,M,03/11/2004,11,"7,00","9,30","8,40","0,00",URB,5.3,6.5,8,APROV,P08
1a08e930b9258583df3bd413261291e7,F,27/06/2004,20,"10,00","3,00","10,00","7,00",URB,6.0,,19,APROV,P01
43fe214dea3bd21c007c0dc2570336e6,M,10/07/2003,5,"9,90","6,70","6,90","3,00",MEC,6.0,,17,APROV,P06
0dc2556acd3e4e3691c79114028492c0,F,08/07/2003,16,"9,80","4,90","9,70","1,80",PRO,4.7,5.0,25,REPRV,P03
9918f04d096ccfc4a42b9fcbe3b00d34,M,13/10/2004,17,"9,77","9,50","8,19","8,10",MET,9.2,,12,APROV,P04
32969c56b20eb744f9b486906331091a,M,15/10/2003,4,"7,70",,"0,00",,PRO,0.8,,19,REPRV,P03
dd1886a3623a330cc02724aefc81eae6,M,18/01/2006,8,"10,00","9,20","10,00","10,00",MET,9.5,,11,APROV,P01
a94ea57d8cc453ed2c3f675cdecbd5b3,M,11/01/2005,16,"0,00","0,00","0,00","0,00",PRO,0.0,,31,REPRV,P03
83672580e0767014c9f339579bb8122e,F,16/12/2003,6,"7,80","2,00","8,50",,GEO,2.4,,11,REPRV,P06
42f591b6a05bcfeb0f5a7fa76c897708,M,29/09/2004,6,"7,40","7,50","1,70",,MET,6.5,,25,APROV,P06
4be9a5fe72e9f39943bf1f13a95d95db,M,04/07/2006,14,"10,00","1,50","10,00","0,00",MEC,2.6,,0,REPRV,P09
fbb1879b0ece8a8230e7e0bcac606896,M,12/06/2005,6,"7,20","4,50","1,70","1,70",MET,3.4,3.5,24,REPRV,P06
28188b24b54d8e029b916848d4866970,F,07/03/2007,14,"10,00","6,50","10,00","8,00",MEC,7.8,,0,APROV,P09
578742f333d0f5159637847b3dff0336,M,01/12/2006,14,"10,00","6,50","10,00","8,00",MEC,7.8,,0,APROV,P09
68c8041a792a07b0d9f11f6156b1afc8,F,01/11/2004,6,"7,40","2,00","7,10",,MET,4.2,,11,REPRV,P06
71978b5287677efe0989f2cc6f121169,M,20/01/2007,14,"10,00","3,00","10,00","6,00",MEC,6.8,,0,APROV,P09
314d1594141244d103ee265d2cc1d700,M,22/03/2006,17,"0,87",,,,URB,0.1,,59,REPRV,P04
aca1c6698667d720d91d3f0d35cf1034,M,13/01/2004,14,"10,00","8,50","10,00","0,00",MEC,6.4,,0,APROV,P09
d408f3e16ad0d7d9789145362007d5cd,M,05/12/2006,14,"10,00","6,50","10,00","0,00",MEC,8.6,,0,APROV,P09
d5842161dd9f9e46d8d7a2ae44ca2bc4,F,31/03/2003,6,,,,,MET,0.0,,53,REPRV,P06
3ad409441a308efb10ddffa327e84058,M,23/08/2004,14,"10,00","0,00","10,00","4,50",MEC,6.5,,0,APROV,P09
332512ba533bf220db1a777ba779cb75,M,25/09/2005,3,"6,10",,"3,80",,URB,1.1,,19,REPRV,P03
f9f9af61448f9d10e9a181d87b9136be,M,06/08/1976,6,,"0,30",,"0,80",MET,0.4,2.0,14,REPRV,P06
bfab3668a7ac14a22363a1989b036970,M,09/09/2006,14,"10,00","7,50","10,00","5,70",MEC,7.3,,0,APROV,P09
afee641b2891d63bbd7734626e2aa7bd,F,07/06/2005,17,"8,64","5,20","8,42","3,30",URB,5.5,6.1,25,APROV,P04
a95a7f8db6014f9d664b73e254b456b2,M,21/09/1994,5,"8,60","3,00","7,50",,MET,3.2,,33,REPRV,P06
a56ef5512a01bb9caa7e37efec29b9ee,M,12/09/2005,14,"10,00","9,80","10,00","9,50",MEC,9.7,,0,APROV,P09
1d60546dd8be48d89c78c1871f71aae8,F,10/04/2006,5,"6,80","7,00","5,60","6,10",MET,6.5,,8,APROV,P06
3ed11ed27890ac7f6c22551b6565d665,M,08/12/2004,14,"10,00","0,00","10,00","8,70",MEC,8.1,,0,APROV,P09
9af84fcd9269da68e695ce13cff667b4,M,25/09/2005,6,"8,60","5,70","9,20",,MET,6.1,,22,APROV,P06
f02c3fed468f4a56a41ba0c1d82ddf31,M,11/02/2005,8,"10,00","0,00","0,00","6,00",MET,3.4,6.9,11,APROV,P01
ca5578aeed32ef1cbac38c1343831819,M,28/10/2005,13,"10,00","10,00","10,00","2,00",MEC,6.8,,0,APROV,P09
07c2b7dc9b2dad19e1e772bf3bfe4806,M,14/03/2005,16,"1,20","0,00","0,00","0,00",AMB,0.2,,22,REPRV,P03
2dd644ba68cb5eaa153d9d528962116f,M,21/02/2007,13,"10,00","10,00","10,00","10,00",MEC,10.0,,0,APROV,P09
df164cc43e4a97167c6ccb2f6d481ee9,F,02/04/2003,13,"10,00","1,00","10,00","0,00",MEC,2.4,,0,REPRV,P09
c3a3a08c036634c13710a26fb3a16f35,F,08/04/1980,14,"10,00","0,00","10,00","0,00",MEC,2.0,,0,REPRV,P09
435248fae6f87d0c30259590fd8021b8,F,11/12/2001,15,"9,50","1,20","9,70",,AMB,2.5,,17,REPRV,P03
457cf50c9d239f26690074cd36b245f5,M,05/07/1983,5,"10,00","4,00","10,00","4,70",MET,6.0,,6,APROV,P06
1f4ba7c73287fe157c6560a7509acc27,F,18/08/2005,13,"10,00","0,00","10,00","8,00",MEC,7.0,,0,APROV,P09
bd9ee3d9ea020ab4d0154e42699169f2,M,04/06/2003,18,"6,23","3,80","2,64","9,20",CIV,6.1,,22,APROV,P04
bca701268ee558afe6ae5ad11839f892,M,20/02/1999,13,"10,00","0,00","10,00","0,00",MEC,2.0,,0,REPRV,P09
d4478b120721a23e80a79b93fae18202,F,22/07/2005,4,"10,00",,"6,00",,MIN,1.6,,14,REPRV,P03
f628a55e8c3bede1af9ba8fa4b0ef06f,M,10/04/2005,13,"10,00","0,00","10,00","0,00",MEC,2.0,,0,REPRV,P09
33985409861e02d7351bcaf2cedfd058,M,13/05/2005,13,"10,00","0,00","10,00","0,00",MEC,2.0,,0,REPRV,P09
746ce25347a571b83c7cfa95ceb1e8ef,M,02/10/2006,13,"10,00","7,50","10,00","8,30",MEC,8.4,,0,APROV,P09
de287bb86e3a459da6429690796e99d0,M,25/02/2005,3,"9,80","9,30","10,00","8,20",MIN,9.5,,11,APROV,P03
574baed28b6502588abe011076e271c6,F,02/11/1999,13,"0,00","0,00","0,00","0,00",MEC,0.0,,44,REPRV,P09
d5d3b6764cd7a6768968c84b761b2f3f,M,28/10/2003,13,"10,00","7,00","10,00","4,00",MEC,6.4,,0,APROV,P09
6af8512609d6c8aef8ce4cae0c67bd9d,M,27/04/2001,13,"10,00","0,00","10,00","0,00",MEC,2.0,,0,REPRV,P09
d2bdd805993b87a7f1256db95a268e68,M,29/08/2005,3,"9,90","9,50","9,80","10,00",MIN,9.8,,14,APROV,P03
8db3c5295d631ee4c49323a48ed28aac,M,05/07/2006,13,"10,00","3,00","10,00","0,00",MEC,3.2,,0,REPRV,P09
b6bdf52154fc1fe8c20f5671f3c54f42,M,20/06/2005,16,"3,50",,"6,10","1,50",MIN,1.6,6.3,25,APROV,P03
c617a87e1d342c4a1467dc8315b1d534,M,03/10/2003,13,"10,00","1,50","10,00","1,00",MEC,3.0,3.0,0,REPRV,P09
e5c984f24ddca4571825950a6ecec254,M,02/03/2005,16,"6,20","8,50","3,00","1,00",MIN,4.8,,25,REPRV,P03
28a14d7a9b490f6497f85b2cf0129979,F,30/07/2005,1,"6,00","0,50","0,00",,CIV,0.8,,22,REPRV,P01
0de56ba0c8f66ed3eb76abff00ebfa92,M,12/09/2004,4,"9,70","7,60","9,10","6,30",MIN,8.0,,22,APROV,P03
91b7bdfa48473cb086044ff1f424764e,M,09/05/2005,1,"5,00","3,50","10,00",,CIV,2.9,6.4,11,APROV,P01
03f157427cefbeea632b47d695bd3043,M,10/07/2004,18,"6,99","9,50","3,19","9,50",MIN,8.6,,19,APROV,P04
0281bee760edf03e5baef5e4ea95e971,M,14/07/2004,1,"6,00","0,00","0,00",,CIV,0.6,2.0,19,REPRV,P01
409954ae881b1f4b1fc39f90651716a3,M,02/08/2004,18,"5,94","8,10","3,14",,GEO,4.1,5.5,22,REPRV,P04
12347eb4d80510163b0449a4dabdfa05,F,20/03/2004,3,"10,00",,"10,00","5,20",MIN,4.6,7.9,19,APROV,P03
fc56cf1a747cffc67fe87e7416f90763,F,02/12/2004,17,"7,68","7,00",,,MIN,3.6,,53,REPRV,P04
7d32751855a3b4a76af526eabe25fa4c,F,11/05/2006,1,"10,00","9,00","10,00","10,00",CIV,9.6,,3,APROV,P01
17b8be1dffbf1d854d6c77351bf79da4,M,21/04/2004,2,"10,00","10,00","10,00","10,00",CIV,10.0,,3,APROV,P01
0cf5ffd37ec6991a0191c4f4f4148e71,M,20/08/2004,2,"10,00","7,00","10,00","7,00",CIV,7.6,,8,APROV,P01
473a03368448e2f3aa8960602c806e00,M,05/12/2004,16,"6,70","9,20","8,60","3,00",MIN,6.9,,25,APROV,P03
5854a60c8bce376f95c628e2b449d647,M,24/11/2003,2,"10,00","5,00","10,00","5,00",CIV,6.0,,17,APROV,P01
49019188a309faf2fe25e0eff79d9af6,F,30/10/2001,17,"8,28","3,20","2,51",,GEO,2.4,8.7,25,APROV,P04
aaf6598c33aeae539415f0e9830ef17e,M,03/05/2006,17,"5,46",,"3,79","8,20",MIN,4.2,8.0,9,APROV,P04
e725d503320f22a4ca174db7b2af40ae,F,04/03/2005,18,"9,10","3,70","9,70","2,90",AMB,4.5,6.0,25,APROV,P04
5ed3e247577c682549ad921d02ec22e5,M,04/04/2001,5,"9,70",,"8,80",,MET,1.8,2.0,19,REPRV,P06
759683c74afe1a07f1666ca2a299ccd8,F,07/09/2002,8,"6,00","10,00","10,00","10,00",MIN,9.6,,14,APROV,P01
2a3e0da40b959b75beb6dee65ff722f5,M,06/05/1992,4,"8,10",,"3,50","1,80",MIN,2.0,2.0,22,REPRV,P03
8c9c75b3fad3b440d9553bc149745dd9,M,20/12/2005,3,"8,90","9,40","6,90","10,00",MIN,9.4,,14,APROV,P03
7a486029e5ec312a4beea535d50ec1b1,M,24/05/2000,18,"9,85","9,90","9,94","9,90",CIV,9.9,,6,APROV,P04
c2f5985182dcfcf2bbe9692040ed4cc5,M,12/01/2006,4,"9,80","1,30","9,50","9,80",MIN,6.4,,0,APROV,P03
f6ee525cc325e98721a0473e6577725e,M,05/04/2004,3,"8,70",,"1,60",,GEO,1.1,,25,REPRV,P03
12841fab93e453b5f0875090529ef315,F,21/12/2005,2,"10,00","5,00","10,00","5,00",CIV,6.0,,3,APROV,P01
0e2cda374d9ef0f31d3dd30c24d7d4c8,M,24/06/1999,8,"6,00","4,00","0,00","3,00",MIN,3.5,6.2,8,APROV,P01
9b838f86eaab791b425df2a2c57efa5a,M,27/01/2005,18,"3,12","0,60",,,GEO,0.6,,28,REPRV,P04
88bbe032fb86db3f84a15577f1397908,F,14/04/2005,15,"10,00","7,00","10,00","4,00",CIV,6.9,,3,APROV,P03
8337aabb3b661994581d8ba8ae2b47aa,M,05/09/2004,17,"4,59",,"3,03","0,00",MIN,0.8,,25,REPRV,P04
5497bd6d06f7e31f0c7b68f26f1cdff3,M,23/09/2005,2,"6,00","0,00","4,00",,CIV,1.0,6.0,22,APROV,P01
f0c8941451b65d52024a87bbc058b897,M,15/08/1997,17,"8,26",,"7,23","4,50",MIN,3.7,6.5,9,APROV,P04
f73b961f2d852c8ecc846d2792c9530f,M,27/04/2006,8,"10,00","10,00","10,00","10,00",GEO,5.0,10.0,11,APROV,P01
c58a6d386ffdd2d7d2fea8269bfbdfc5,M,03/01/2005,4,"10,00","8,40","8,80","7,50",MEC,8.3,,17,APROV,P03
a8baecfe10ef08a8c4839fd7d0f7477f,M,08/04/2004,18,"5,76","2,30","5,83",,PRO,2.1,,19,REPRV,P04
6e5ffec9dde889ef1274a5030bfa9815,M,06/01/2004,7,"0,00","2,10","0,00","1,00",MIN,1.0,,22,REPRV,P01
b98369fde57d31b2af36ff1c65015324,F,09/09/2004,17,"6,65",,"1,89",,PRO,0.9,,38,REPRV,P04
b259c7603b11af43584258105ebf0991,M,06/05/2005,7,"10,00","10,00","0,00","9,00",MET,8.4,,17,APROV,P01
5bc0464eb50e452635f33c6e3160fcb7,M,06/08/2003,5,"7,20","4,90","5,00","1,00",MET,3.6,,11,REPRV,P06
45aa28b46c07073b9e92fad1d9a06a3b,M,02/07/2001,6,"6,60","5,70","7,10",,MET,6.0,,17,APROV,P06
a3275231491572ac47e3fd87336abac3,F,02/12/1999,15,"9,40",,"7,10",,AMB,1.7,,19,REPRV,P03
d86b6c1b1f2690662c7160632f57f2dc,F,02/07/2004,6,"8,90",,"9,30","1,80",MET,3.3,,17,REPRV,P06
8ceb10dbd2f4449513183ea911372824,F,27/05/2005,2,"10,00","7,50","0,00","7,00",URB,6.9,,17,APROV,P01
649ced560e89b23fe130fb6e8ac27696,F,17/07/2000,8,"5,00","5,00","0,00","1,00",MET,2.7,2.5,14,REPRV,P01
34f3118703e705fa8079acc1c513bbf0,F,08/10/2003,17,"5,27","2,80","4,35","2,80",URB,3.2,6.7,19,APROV,P04
088a3946193343ae850824a63df9ea83,M,25/08/2005,7,"10,00","10,00","0,00","3,00",MIN,6.0,,17,APROV,P01
856170d4a2b2e681845c9b66a256bfbf,M,01/03/2006,1,"0,00","5,00","6,00","9,00",URB,6.2,,25,APROV,P01
81abca6292b7880e5ab0ac026cf87802,F,16/09/2004,15,"3,80",,"0,00",,URB,0.4,1.0,25,REPRV,P03
c0c6326b8181573ac76565331ad77805,M,15/10/2000,8,"0,00","0,00","0,00",,MIN,0.0,,44,REPRV,P01
6b0e736acf86db0f9382292a75364927,F,17/03/2005,7,"10,00","6,50","10,00",,MIN,4.6,,11,REPRV,P01
bf89d76be7261df6271ff942b074c291,M,28/05/2003,1,"10,00","6,00","10,00","4,00",URB,6.0,,17,APROV,P01
12c581d117727a2caf521a0b02fcb773,F,25/12/2002,17,"1,53","2,60","0,67",,AMB,1.3,,41,REPRV,P04
158a9aeba7a7353dd8d7f0366f2dcd04,M,12/08/2004,7,"0,00","3,40","0,00","0,00",MIN,1.5,,18,REPRV,P01
60bd6229410d244a8f1775c8e81ee96a,M,05/05/2005,7,"0,00","0,00","0,00","0,00",MIN,0.0,,17,REPRV,P01
8687bd834363fa6ebe20275185c1c668,F,29/12/2004,7,"0,00","2,50","0,00",,MIN,1.0,,44,REPRV,P01
8ff8e1c119d7043c204330f1df141f7c,M,17/09/2000,3,"9,30",,"9,80",,MIN,2.4,,25,REPRV,P03
4c693bd24ef923059203db26bcc389e5,M,16/03/2005,8,"0,00","0,00","0,00","0,00",MIN,0.0,,11,REPRV,P01
3a0b87c8f9622e9fc9245cd982b91f02,M,30/08/2003,6,"7,60","6,00","6,40",,MET,6.0,,17,APROV,P06
cd9e9191ea687cf21cb220dc2ab053b7,F,28/03/2005,5,"7,40","3,20","3,50","2,50",MIN,3.4,4.0,14,REPRV,P06
0ed00ce1ac13a6367b4eb37bafd10ced,M,21/02/2005,3,"10,00","4,70","10,00","9,20",URB,8.1,,14,APROV,P03
504702c2d881a7503597de034120add5,F,24/01/2004,7,"6,00","4,00","0,00","2,00",MIN,3.1,6.2,8,APROV,P01
